45.26431,6.55899
45.2643075,6.558933688
45.26430499,6.558877375
45.26430249,6.558821063
45.26429999,6.558764751
45.26429749,6.558708439
45.26429498,6.558652126
45.26429248,6.558595814
45.26429011,6.558539527
45.26430284,6.558486078
45.26431556,6.558432629
45.26432829,6.55837918
45.26434102,6.558325731
45.26435374,6.558272282
45.26436647,6.558218833
45.26437919,6.558165384
45.26439381,6.558113432
45.26441909,6.558069907
45.26444436,6.558026382
45.26446963,6.557982857
45.2644949,6.557939332
45.26452018,6.557895807
45.26454545,6.557852282
45.26457107,6.557809465
45.26460853,6.557790734
45.26464599,6.557772003
45.26468345,6.557753273
45.26472092,6.557734542
45.26475979,6.557735958
45.26479912,6.557743823
45.26483723,6.557756424
45.2648709,6.557786351
45.26490456,6.557816278
45.26493442,6.557852663
45.26496106,6.557894517
45.26498769,6.557936371
45.26501286,6.557980007
45.26503789,6.558023813
45.26506292,6.558067619
45.26509166,6.558106298
45.26512185,6.558142957
45.26515204,6.558179616
45.26518223,6.558216276
45.26521267,6.558252455
45.265246,6.558283124
45.26527934,6.558313792
45.26531268,6.558344461
45.26534601,6.558375129
45.26537935,6.558405798
45.26541268,6.558436467
45.26544602,6.558467135
45.2654811,6.55849319
45.26551746,6.558515909
45.26555381,6.558538629
45.26559016,6.558561349
45.26562562,6.558586187
45.26565703,6.55862073
45.26568843,6.558655272
45.26571983,6.558689815
45.26572988,6.55874434
45.26573981,6.558798972
45.26572935,6.558853256
45.26571849,6.558907533
45.26570271,6.558956595
45.26566921,6.558986903
45.26563571,6.559017211
45.26560222,6.559047519
45.26556872,6.559077827
45.26553522,6.559108135
45.26550172,6.559138443
45.2654697,6.559171813
45.26543776,6.559205348
45.26540583,6.559238884
45.26537389,6.559272419
45.26534195,6.559305954
45.26531001,6.55933949
45.26527973,6.559375906
45.2652502,6.559413637
45.26522067,6.559451368
45.26519114,6.559489099
45.26516161,6.55952683
45.26513208,6.559564561
45.26510669,6.559607454
45.26508416,6.559653921
45.26506163,6.559700388
45.2650391,6.559746855
45.26501657,6.559793322
45.26499404,6.559839789
45.26497151,6.559886255
45.26495069,6.559934212
45.26493164,6.559983727
45.2649126,6.560033241
45.26489356,6.560082756
45.26487451,6.56013227
45.26485547,6.560181784
45.26483642,6.560231298
