45.26811,6.57598
45.26810408,6.57594448
45.26809816,6.57590896
45.26809224,6.575873441
45.26809498,6.57583844
45.26810298,6.575803754
45.26811098,6.575769069
45.26811899,6.575734384
45.26813516,6.575706484
45.26815251,6.575679566
45.26816986,6.575652648
45.26818721,6.57562573
45.26820456,6.575598812
45.26822191,6.575571894
45.26823927,6.575544975
45.26825662,6.575518057
45.26827397,6.575491139
45.26829132,6.575464221
45.26830867,6.575437302
45.26832602,6.575410384
45.26834337,6.575383466
45.26836072,6.575356548
45.26837808,6.575329629
45.26839543,6.575302711
45.26841278,6.575275793
45.26843013,6.575248874
45.26844748,6.575221956
45.26846483,6.575195037
45.26848218,6.575168119
45.26849953,6.575141201
45.26851689,6.575114282
45.26853424,6.575087364
45.26855159,6.575060445
45.26856894,6.575033527
45.26858629,6.575006608
45.26860364,6.57497969
45.26862099,6.574952771
45.26863834,6.574925852
45.2686557,6.574898934
45.26867305,6.574872015
45.2686904,6.574845097
45.26870775,6.574818178
45.2687251,6.574791259
45.26874245,6.574764341
45.2687598,6.574737422
45.26877715,6.574710503
45.2687945,6.574683585
45.26881186,6.574656666
45.26882921,6.574629747
45.26884656,6.574602828
45.26886391,6.57457591
45.26888126,6.574548991
45.26889861,6.574522072
45.26891596,6.574495153
45.26893331,6.574468234
45.26895066,6.574441315
45.26896801,6.574414396
45.26898537,6.574387478
45.26900272,6.574360559
45.26902007,6.57433364
45.26903742,6.574306721
45.26905477,6.574279802
45.26907212,6.574252883
45.26908947,6.574225964
45.26910682,6.574199045
45.26912417,6.574172126
45.26914152,6.574145207
45.26915888,6.574118288
45.26917623,6.574091369
45.26919258,6.574063425
45.26920508,6.574031539
45.26921759,6.573999652
45.26923009,6.573967765
45.2692426,6.573935878
45.2692551,6.573903992
45.26926761,6.573872105
45.26928011,6.573840218
45.26929262,6.573808331
45.26930512,6.573776445
45.26931762,6.573744558
45.26933013,6.573712671
45.26934263,6.573680784
45.26935514,6.573648897
45.26936764,6.573617011
45.26938015,6.573585124
45.26939162,6.573552609
45.26939927,6.573517762
45.26940692,6.573482914
45.26941457,6.573448067
45.26942222,6.57341322
45.26942987,6.573378373
45.26943752,6.573343525
45.26944517,6.573308678
45.26945282,6.573273831
45.26946047,6.573238983
45.26946812,6.573204136
45.26947577,6.573169289
45.26948081,6.573133743
45.26948263,6.573097332
45.26948445,6.573060921
45.26948627,6.573024509
45.2694881,6.572988098
45.26948992,6.572951687
45.26947951,6.572918538
45.26946852,6.572885549
45.26945752,6.572852559
45.26944652,6.572819569
45.26943553,6.572786579
45.26942427,6.572753769
45.26941275,6.572721139
45.26940124,6.572688509
45.26938972,6.572655879
45.26937821,6.57262325
45.269367,6.572590409
45.26935658,6.572557048
45.26934615,6.572523686
45.26933573,6.572490324
45.2693253,6.572456962
45.26931838,6.572422204
45.26931509,6.572386001
45.2693118,6.572349799
45.26930851,6.572313597
45.26930522,6.572277395
45.26930193,6.572241193
45.26930125,6.572204971
45.26930427,6.572168721
45.26930729,6.572132471
45.26931031,6.572096222
45.26931334,6.572059972
45.26931636,6.572023722
45.26931938,6.571987473
45.26932968,6.571954491
45.26934186,6.571922358
45.26935405,6.571890225
45.26936624,6.571858092
45.26937843,6.571825959
45.26939062,6.571793826
45.26940281,6.571761693
45.26941499,6.571729559
45.26942718,6.571697426
45.26944747,6.571676899
45.26947019,6.571659859
45.26949291,6.57164282
45.26951563,6.57162578
45.26953835,6.571608741
45.26956106,6.571591701
45.26958378,6.571574662
45.26960828,6.571564668
45.26963345,6.571557329
45.26965861,6.571549989
45.26968378,6.571542649
45.26970894,6.571535309
45.26973411,6.571527969
45.26975927,6.571520629
45.26978444,6.571513289
45.2698096,6.57150595
45.2698348,6.571498863
45.26986014,6.571492862
45.26988548,6.57148686
45.26991082,6.571480858
45.26993616,6.571474857
45.2699615,6.571468855
45.26998684,6.571462853
45.27001218,6.571456852
45.27003752,6.57145085
45.27006286,6.571444849
45.2700882,6.571438847
45.27011354,6.571432845
45.27013888,6.571426844
45.27016422,6.571420842
45.27018956,6.57141484
45.27021495,6.571409365
45.27024054,6.571406085
45.27026612,6.571402805
45.27029171,6.571399524
45.2703173,6.571396244
45.27034288,6.571392964
45.27036847,6.571389684
45.27039405,6.571386404
45.27041964,6.571383123
45.27044523,6.571379843
45.27047081,6.571376563
45.2704964,6.571373282
45.27052198,6.571370002
45.27054757,6.571366722
45.27057315,6.571363442
45.27059874,6.571360161
45.27062434,6.571362864
45.27064994,6.571365876
45.27067555,6.571368888
45.27070115,6.5713719
45.27072675,6.571374912
45.27075235,6.571377924
45.27077789,6.571381753
45.27080327,6.571387393
45.27082865,6.571393033
45.27085403,6.571398674
45.2708781,6.571410861
45.27090177,6.571425061
45.27092406,6.571442938
45.27094563,6.571462778
45.27096719,6.571482617
45.27098876,6.571502456
45.27101032,6.571522296
45.27103189,6.571542135
45.27105345,6.571561975
45.27107502,6.571581814
45.27109658,6.571601653
45.27111814,6.571621493
45.27113971,6.571641332
45.27116113,6.571661433
45.27118033,6.571685697
45.27119952,6.57170996
45.27121871,6.571734224
45.27123791,6.571758487
45.2712571,6.571782751
45.2712763,6.571807014
45.27129549,6.571831278
45.27131468,6.571855541
45.27133388,6.571879805
45.27135307,6.571904068
45.27137226,6.571928332
45.27139146,6.571952596
45.27141065,6.571976859
45.27142985,6.572001123
45.27144904,6.572025387
45.27146823,6.57204965
45.27148743,6.572073914
45.27150662,6.572098178
45.27152581,6.572122442
45.27154501,6.572146705
45.2715642,6.572170969
45.27158339,6.572195233
